query,matched_text,bi_score,cross_score
ZK Mindestens 50% des Tagesangebots sind vegetarisch (von der Gesamtzahl der salzigen Gerichte).,"Preisangebotsrunden sind nicht zulässig, das heisst nach der Offerteingabe sind keine Preisanpassungen mehr möglich.",0.4759761095046997,-3.5102062
ZK Mindestens 50% des Tagesangebots sind vegetarisch (von der Gesamtzahl der salzigen Gerichte).,"Justizvollzugsanstalten haben die inhaftierten Personen zu den üblichen Zeiten mit Verpflegung zu versorgen, die angemessen zubereitet und ausgegeben wird und in Qualität und Menge den Anfor- derungen der Ernährungslehre und modernen Hygiene sowie dem Alter und Gesundheitszustand entspricht und soweit wie möglich religiösen und kulturellen Geboten Rechnung trägt (Empfehlungen des Europarats zum Freiheitsentzug, Europäische Strafvollzugsgrundsätze, Anhang zur Empfehlung R(87)3, Ziffer 25.1).",0.45244649052619934,-3.5987508
ZK Mindestens 50% des Tagesangebots sind vegetarisch (von der Gesamtzahl der salzigen Gerichte).,Zweck des Dokuments Die Ausschreibungsunterlagen bilden in ihrer Gesamtheit die Grundlage für die Evaluation des Vertragspartners.,0.48601824045181274,-3.6565208
ZK Mindestens 50% des Tagesangebots sind vegetarisch (von der Gesamtzahl der salzigen Gerichte).,3 Hauptmahlzeiten pro Woche vegetarisch,0.5561360120773315,-4.2813253
ZK Mindestens 50% des Tagesangebots sind vegetarisch (von der Gesamtzahl der salzigen Gerichte).,Es sind keine Teilangebote zulässig.,0.4479213356971741,-6.1168256
ZK Mindestens 50% des Tagesangebots sind vegetarisch (von der Gesamtzahl der salzigen Gerichte).,Die Geheimhaltungspflicht besteht schon vor Vertragsabschluss und bleibt auch nach Beendigung des Vertragsverhältnisses bestehen.,0.5546464920043945,-6.313072
ZK Mindestens 50% des Tagesangebots sind vegetarisch (von der Gesamtzahl der salzigen Gerichte).,Die Geheimhaltungspflicht besteht schon vor Vertragsabschluss und bleibt auch nach Beendigung des Vertragsverhältnisses bestehen.,0.5546464920043945,-6.313072
ZK Mindestens 50% des Tagesangebots sind vegetarisch (von der Gesamtzahl der salzigen Gerichte).,"1 SUBUNTERNEHMEN Der Vertrag wird mit dem Anbietenden abgeschlossen, der das gesamte ausgeschriebene Dienstleistungspa- ket abdeckt.",0.46500757336616516,-6.4171762
TS Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,Erfahrung von mindestens zwei Jahren in der Ausführung von vergleichbaren Leistungen im Bereich Mit- tagsverpflegung von Kindern im Alter von ein bis zwölf Jahren.,0.4732312560081482,-0.3018539
TS Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,3 Hauptmahlzeiten pro Woche vegetarisch,0.49699845910072327,-0.8907978
TS Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,Für Kinder die vegetarisch oder kein Schweinefleisch essen wird jeden Tag eine Ei- weisskomponente auf vegetarischer Basis angeboten.,0.4123836159706116,-1.6235449
TS Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,Der Gesamtpreis ist inklusive gesetzlicher Mehrwertsteuer anzugeben.,0.3506966829299927,-2.311476
TS Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,"7 RECHTSMITTELBELEHRUNG Gegen diese Ausschreibung kann innert 10 Tagen, von der Publikation an gerechnet, beim Verwaltungsgericht des Kantons Zürich, Postfach, 8090 Zürich, schriftlich Beschwerde eingereicht werden.",0.3912985920906067,-4.0028553
TS Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,Gemüse und/oder Salat (mind. 2x Salat pro Woche),0.39191365242004395,-5.1157866
TS Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,1 Hauptmahlzeit pro Woche abwechselnd Fleisch oder Geflügel,0.35665076971054077,-5.163926
TS Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,1 Hauptmahlzeit pro Woche Fisch,0.36386972665786743,-5.466689
TS Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,"Rechtsmittelbelehrung Diese Ausschreibung kann innert zehn Tagen nach der ersten Publikation mittels Beschwerde beim Regierungs- statthalteramt Biel, Schloss, Hauptstrasse 6, 2560 Nidau, angefochten werden.",0.3761754035949707,-5.845346
TS Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,"Gegen die Ausschreibung kann innert einer nicht erstreckbaren Frist von 20 Tagen seit Publikation beim Verwaltungsgericht des Kanton Aargau, Laurenzenvorstadt 11, 5001 Aarau, Beschwerde erhoben werden.",0.3734794855117798,-6.129207
ZK Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,Erfahrung von mindestens zwei Jahren in der Ausführung von vergleichbaren Leistungen im Bereich Mit- tagsverpflegung von Kindern im Alter von ein bis zwölf Jahren.,0.5508028268814087,0.7054567
ZK Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,3 Hauptmahlzeiten pro Woche vegetarisch,0.5226144194602966,-0.56161034
ZK Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,Für Kinder die vegetarisch oder kein Schweinefleisch essen wird jeden Tag eine Ei- weisskomponente auf vegetarischer Basis angeboten.,0.45647507905960083,-1.8465868
ZK Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,"7 RECHTSMITTELBELEHRUNG Gegen diese Ausschreibung kann innert 10 Tagen, von der Publikation an gerechnet, beim Verwaltungsgericht des Kantons Zürich, Postfach, 8090 Zürich, schriftlich Beschwerde eingereicht werden.",0.38098347187042236,-4.5559883
ZK Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,2 Zubereitung und Rezepturen - Nährstoffschonende Zubereitung und Verarbeitung - Vegetarische Komponenten,0.3612009584903717,-5.076338
ZK Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,"Rechtsmittelbelehrung Diese Ausschreibung kann innert zehn Tagen nach der ersten Publikation mittels Beschwerde beim Regierungs- statthalteramt Biel, Schloss, Hauptstrasse 6, 2560 Nidau, angefochten werden.",0.36245518922805786,-5.3520203
ZK Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,1 Hauptmahlzeit pro Woche abwechselnd Fleisch oder Geflügel,0.3850235939025879,-5.3689375
ZK Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,1 Hauptmahlzeit pro Woche Fisch,0.3992956280708313,-5.400614
ZK Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,Gemüse und/oder Salat (mind. 2x Salat pro Woche),0.38748523592948914,-5.5661216
ZK Mindestens 1 Tag in der Woche ist 100% vegetarisch (gesamtes Tagesangebot).,Zweck des Dokuments Die Ausschreibungsunterlagen bilden in ihrer Gesamtheit die Grundlage für die Evaluation des Vertragspartners.,0.45780378580093384,-5.9972267
TS Höchstens 120g Fleisch werden pro Gericht serviert.,Verarbeitete Fleischwaren/Fleischzubereitungen wie Würste und Brätprodukte werden maximal 2x/Monat geplant,0.37052804231643677,-1.3021635
TS Höchstens 120g Fleisch werden pro Gericht serviert.,1 Hauptmahlzeit pro Woche abwechselnd Fleisch oder Geflügel,0.43774646520614624,-3.0630908
TS Höchstens 120g Fleisch werden pro Gericht serviert.,Sämtliches Fleisch und alle Fleischwaren stammen aus der Schweiz und werden durch zertifizierte Ver- tragslieferanten geliefert.,0.40936553478240967,-3.4628894
TS Höchstens 120g Fleisch werden pro Gericht serviert.,Das Formular weist den jeweiligen Einzelpreis pro Fleischware (Gewicht pro Einheit) und den Gesamtpreis aus.,0.3536801338195801,-3.7947662
TS Höchstens 120g Fleisch werden pro Gericht serviert.,Pro Standort und Tag werden 20 bis 80 Kinder und teilweise deren Betreuungspersonen verpflegt.,0.3618699908256531,-3.9808478
TS Höchstens 120g Fleisch werden pro Gericht serviert.,Mit der vorliegenden Ausschreibung soll das wirtschaftlich günstigste und qualitativ beste und nach- haltigste Angebot für die Lieferungen von Fleischwaren ermittelt werden.,0.40750569105148315,-4.0216393
TS Höchstens 120g Fleisch werden pro Gericht serviert.,Fleisch aus integrierter Produktion,0.417466938495636,-5.1796255
TS Höchstens 120g Fleisch werden pro Gericht serviert.,"Für Verzögerungen, welche vom Anbietenden verursacht werden, wird eine Konventionalstrafe von Fr. 2‘500.- pro Tag vereinbart.",0.3493441939353943,-5.5606976
TS Höchstens 120g Fleisch werden pro Gericht serviert.,"Beispiel Geplante Infrastruktur Aussenstandort (Änderungen vorbehalten) Standort TS, Madretsch, Galeerweg 8, 2503 Biel Kombisteamer, bau, 10 x 1/1 Tiefkühler, bau untertisch Kühlschrank, bau, GN 1/1 Spülmaschine, ertisch Standort 3 n 7 n 0 n 3 nt 0 ei 0 Ei 1 ei 1 u Tagesschule 1 1 1 1 Madretsch s s m ose n chlu Artikel Bild Masse Trinkwasser kalt Trinkwasser war Kaltwasser 0°fH Kaltwasser Osm Ablauf Zu beachten Spannung KW Typ - Steckdose Direkter Netzans 03 B 600 x 56 Ablauf 3NAC 10.5 CEE16 H 1250 Fest- 400v Kombisteamer T 750 anschluss, 50HZ einbau siphoniert, 10 x 1/1 GN Rohr- belüfter 07 B 600 1NAC 0.017 T13 H 820-880 230v Tiefkühler T 550 50HZ einbau untertisch 10 B 600 1NAC 0.95 T13 H 2100 230v Kühlschrank T 750 50HZ einbau GN 1/1 13 B 600 x 56 Ablauf 3NAC 7.9 CEE16 H 810-845 siphoniert 400v Spülmaschine T 620 50HZ untertisch 12/14 4.",0.3991397023200989,-6.428384
TS Höchstens 120g Fleisch werden pro Gericht serviert.,Gerichtsstand ist Illnau-Effretikon.,0.3437190651893616,-7.4992
ZK Höchstens 120g Fleisch werden pro Gericht serviert.,1 Hauptmahlzeit pro Woche abwechselnd Fleisch oder Geflügel,0.47764477133750916,-2.8057673
ZK Höchstens 120g Fleisch werden pro Gericht serviert.,Sämtliches Fleisch und alle Fleischwaren stammen aus der Schweiz und werden durch zertifizierte Ver- tragslieferanten geliefert.,0.44951707124710083,-2.997477
ZK Höchstens 120g Fleisch werden pro Gericht serviert.,Das Formular weist den jeweiligen Einzelpreis pro Fleischware (Gewicht pro Einheit) und den Gesamtpreis aus.,0.3838387429714203,-3.885916
ZK Höchstens 120g Fleisch werden pro Gericht serviert.,Pro Standort und Tag werden 20 bis 80 Kinder und teilweise deren Betreuungspersonen verpflegt.,0.3737559914588928,-4.6970997
ZK Höchstens 120g Fleisch werden pro Gericht serviert.,Fleisch aus integrierter Produktion,0.3828716576099396,-5.11656
ZK Höchstens 120g Fleisch werden pro Gericht serviert.,"somit auch auf die genannte Gewichtung Fleisch, Vegi usw.",0.38345712423324585,-6.478122
ZK Höchstens 120g Fleisch werden pro Gericht serviert.,Mit dem Zuschlagsempfänger wird ein Rahmenvertrag über die Lieferung der Fleischwaren für das Jahr 2023 abgeschlossen.,0.46069541573524475,-7.6207657
ZK Höchstens 120g Fleisch werden pro Gericht serviert.,Gerichtsstand ist Aarau.,0.37467703223228455,-7.6832285
ZK Höchstens 120g Fleisch werden pro Gericht serviert.,Gerichtsstand ist Illnau-Effretikon.,0.3774704039096832,-7.728687
ZK Höchstens 120g Fleisch werden pro Gericht serviert.,"Beispiel Geplante Infrastruktur Aussenstandort (Änderungen vorbehalten) Standort TS, Madretsch, Galeerweg 8, 2503 Biel Kombisteamer, bau, 10 x 1/1 Tiefkühler, bau untertisch Kühlschrank, bau, GN 1/1 Spülmaschine, ertisch Standort 3 n 7 n 0 n 3 nt 0 ei 0 Ei 1 ei 1 u Tagesschule 1 1 1 1 Madretsch s s m ose n chlu Artikel Bild Masse Trinkwasser kalt Trinkwasser war Kaltwasser 0°fH Kaltwasser Osm Ablauf Zu beachten Spannung KW Typ - Steckdose Direkter Netzans 03 B 600 x 56 Ablauf 3NAC 10.5 CEE16 H 1250 Fest- 400v Kombisteamer T 750 anschluss, 50HZ einbau siphoniert, 10 x 1/1 GN Rohr- belüfter 07 B 600 1NAC 0.017 T13 H 820-880 230v Tiefkühler T 550 50HZ einbau untertisch 10 B 600 1NAC 0.95 T13 H 2100 230v Kühlschrank T 750 50HZ einbau GN 1/1 13 B 600 x 56 Ablauf 3NAC 7.9 CEE16 H 810-845 siphoniert 400v Spülmaschine T 620 50HZ untertisch 12/14 4.",0.40558111667633057,-8.250745
TS Höchstens 4 Gerichte im Monat enthalten Fisch.,"Beispiel Geplante Infrastruktur Aussenstandort (Änderungen vorbehalten) Standort TS, Madretsch, Galeerweg 8, 2503 Biel Kombisteamer, bau, 10 x 1/1 Tiefkühler, bau untertisch Kühlschrank, bau, GN 1/1 Spülmaschine, ertisch Standort 3 n 7 n 0 n 3 nt 0 ei 0 Ei 1 ei 1 u Tagesschule 1 1 1 1 Madretsch s s m ose n chlu Artikel Bild Masse Trinkwasser kalt Trinkwasser war Kaltwasser 0°fH Kaltwasser Osm Ablauf Zu beachten Spannung KW Typ - Steckdose Direkter Netzans 03 B 600 x 56 Ablauf 3NAC 10.5 CEE16 H 1250 Fest- 400v Kombisteamer T 750 anschluss, 50HZ einbau siphoniert, 10 x 1/1 GN Rohr- belüfter 07 B 600 1NAC 0.017 T13 H 820-880 230v Tiefkühler T 550 50HZ einbau untertisch 10 B 600 1NAC 0.95 T13 H 2100 230v Kühlschrank T 750 50HZ einbau GN 1/1 13 B 600 x 56 Ablauf 3NAC 7.9 CEE16 H 810-845 siphoniert 400v Spülmaschine T 620 50HZ untertisch 12/14 4.",0.434217244386673,-4.6904197
TS Höchstens 4 Gerichte im Monat enthalten Fisch.,Verarbeitete Fleischwaren/Fleischzubereitungen wie Würste und Brätprodukte werden maximal 2x/Monat geplant,0.3945653736591339,-5.70867
TS Höchstens 4 Gerichte im Monat enthalten Fisch.,14 Gültigkeit der Offerte Die Offerte muss eine Gültigkeit von sechs Monaten ab Schlusstermin für den Eingang der Angebote aufweisen.,0.4036738872528076,-6.0309906
TS Höchstens 4 Gerichte im Monat enthalten Fisch.,Er kann von den Parteien mit einer Frist von drei Monaten auf jedes Monatsende gekündigt werden.,0.40731894969940186,-6.6075997
TS Höchstens 4 Gerichte im Monat enthalten Fisch.,Gerichtsstand ist Illnau-Effretikon.,0.5210742950439453,-7.1799664
TS Höchstens 4 Gerichte im Monat enthalten Fisch.,"Tabelle Standorte: Nur 15 Standorte werden beliefert (Variante B) Anzahl Betriebswochen Anzahl Mahlzeiten (Mittag) Anzahl Mahlzeiten (Mittag) Anzahl Standort Adresse pro Jahr pro Betriebswoche an Spitzentagen Kinderbrei pro Kinder Personal Kinder Personal Betriebswoche KITA Beundenweg Beundenweg 64, 2503 Biel 48 85 33 17 6 10 KITA Bubenberg Bubenbergstrasse 47, 2502 Biel Keine Lieferung Kita Mett Safnernweg 21, 2504 Biel Keine Lieferung Kita Rochette Hintergasse 2, 2504 Biel 48 113 40 24 8 20 Kita Soleil Sonnenstrasse 30, 2504 Biel 48 68 24 15 5 10 Kita Zukunft Zukunftstrasse 21, 2503 Biel Keine Lieferung TS Battenberg Heidensteinweg 21, 2504 Biel 39 214 42 50 9 Solothurnstrasse 22, 2504 Biel / Hintergasse 12, 2504 Biel TS Bözingen Aktuell existieren zwei Küchen an zwei Adressen 39 299 42 66 9 Bubenbergstrasse 15, 2502 Biel TS Bubenberg Es sind zwei Küchen an gleicher Adresse geplant 39 530 153 122 41 TS Champagne Champagneallee 1, 2502 Biel Keine Lieferung TS Dufour Dufourstrasse 22, 2502 Biel 39 449 47 111 12 TS Linde Seilerweg 64, 2503 Biel 39 333 30 106 8 TS Madretsch Galeerweg 8, 2503 Biel Keine Lieferung Heideweg 21, 2503 Biel TS Mühlefeld Es sind zwei Küchen an gleicher Adresse geplant 39 250 44 61 10 TS Plänke Plänkestrasse 9, 2502 Biel 39 209 41 61 10 Poststrasse 23, 2504 Biel TS Poste Es sind zwei Küchen an gleicher Adresse geplant 39 237 35 58 8 TS Sahligut Jägerweg 1, 2504 Biel 39 274 40 67 9 TS Walkermatte Dreiangelweg 12, 2502 Biel 39 243 29 69 7 TS Zukunft Zukunftstrasse 21, 2503 Biel 39 114 18 29 4 OSZ Mett Bözingen Gleiche Adresse wie TS Sahligut 39 47 4 47 4 Total 3465 622 903 150 40 Altersgruppe Gewicht durchschnittliche Mahlzeit in Gramm Kinder Kita 0-4 Jahre 165 Kinder Tagsschule 4-12 Jahre 325 Personal und OSZ 400 11/14 3.",0.42887336015701294,-7.614074
TS Höchstens 4 Gerichte im Monat enthalten Fisch.,Die Vorlaufzeit für eine Zertifizierung dauert ca. 6 Monate.,0.40878427028656006,-7.629781
